Item #,Data Order,Data Element,Form Version,Packet,Form ID,UDS Question,Data Type,Data Length,Column 1,Column 2,RANGE1,RANGE2,MISS1,MISS2,MISS3,MISS4,MISS5,MISS6,VAL1,VAL2,VAL3,VAL4,VAL5,VAL6,VAL7,VAL8,VAL9,VAL10,VAL11,VAL12,VAL1D,VAL2D,VAL3D,VAL4D,VAL5D,VAL6D,VAL7D,VAL8D,VAL9D,VAL10D,VAL11D,VAL12D,BLANKS1,BLANKS2,BLANKS3,BLANKS4,BLANKS5,SKIPS1,SKIPS2
1i,11,MOCACLOC,3,I,C2,MoCA: Visuospatial/executive - Clock contour,Num,2,128,129,0,1,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1j,12,MOCACLON,3,I,C2,MoCA: Visuospatial/executive - Clock numbers,Num,2,131,132,0,1,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1k,13,MOCACLOH,3,I,C2,MoCA: Visuospatial/executive - Clock hands,Num,2,134,135,0,1,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1l,14,MOCANAMI,3,I,C2,MoCA: Language - Naming,Num,2,137,138,0,3,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1m,15,MOCAREGI,3,I,C2,MoCA: Memory - Registration (two trials),Num,2,140,141,0,10,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1n,16,MOCADIGI,3,I,C2,MoCA: Attention - Digits,Num,2,143,144,0,2,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1o,17,MOCALETT,3,I,C2,MoCA: Attention - Letter A,Num,2,146,147,0,1,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1p,18,MOCASER7,3,I,C2,MoCA: Attention - Serial 7s,Num,2,149,150,0,3,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1q,19,MOCAREPE,3,I,C2,MoCA: Language - Repetition,Num,2,152,153,0,2,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1r,20,MOCAFLUE,3,I,C2,MoCA: Language - Fluency,Num,2,155,156,0,1,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1s,21,MOCAABST,3,I,C2,MoCA: Abstraction,Num,2,158,159,0,2,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1t,22,MOCARECN,3,I,C2,MoCA: Delayed recall - No cue,Num,2,161,162,0,5,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1u,23,MOCARECC,3,I,C2,MoCA: Delayed recall - Category cue,Num,2,164,165,0,5,88,.,.,.,.,.,.,88,.,.,.,.,.,.,.,.,.,.,,Not Applicable,,,,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1v,24,MOCARECR,3,I,C2,MoCA: Delayed recall - Recognition,Num,2,167,168,0,5,88,.,.,.,.,.,.,88,.,.,.,.,.,.,.,.,.,.,,Not applicable,,,,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1w,25,MOCAORDT,3,I,C2,MoCA: Orientation - Date,Num,2,170,171,0,1,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1x,26,MOCAORMO,3,I,C2,MoCA: Orientation - Month,Num,2,173,174,0,1,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1y,27,MOCAORYR,3,I,C2,MoCA: Orientation - Year,Num,2,176,177,0,1,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1z,28,MOCAORDY,3,I,C2,MoCA: Orientation - Day,Num,2,179,180,0,1,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1aa,29,MOCAORPL,3,I,C2,MoCA: Orientation - Place,Num,2,182,183,0,1,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
1bb,30,MOCAORCT,3,I,C2,MoCA: Orientation - City,Num,2,185,186,0,1,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 1a MOCACOMP = 0 (No),,,,,,
2a,31,NPSYCLOC,3,I,C2,The tests following the MoCA were administered,Num,1,188,188,1,3,.,.,.,.,.,.,1,2,3,.,.,.,.,.,.,.,.,.,In ADC or clinic,In home,In person - other,,,,,,,,,,,,,,,,
2b,32,NPSYLAN,3,I,C2,Test following MoCA: Language of test administration,Num,1,190,190,1,3,.,.,.,.,.,.,1,2,3,.,.,.,.,.,.,.,.,.,English,Spanish,Other,,,,,,,,,,,,,,,,
2b1,33,NPSYLANX,3,I,C2,Testa following MoCA: Language of test administration - Other specify,Char,60,192,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 2b NPSYLAN ne 3 (Other),,,,,,
3a,34,CRAFTVRS,3,I,C2,"Craft Story 21 Recall (Immediate): Total story units recalled, verbatim scoring",Num,2,253,254,0,44,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,,,,,,"If Question 3a CRAFTVRS = 95-98, then skip to Question 4a",
3b,35,CRAFTURS,3,I,C2,"Craft Story 21 Recall (Immediate): Total story units recalled, paraphrase scoring",Num,2,256,257,0,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 3a CRAFTVRS = 95-98,,,,,,
4a,36,UDSBENTC,3,I,C2,Benson Complex Figure Copy: Total Score for copy of Benson figure,Num,2,259,260,0,17,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,,,,,,,
5a,37,DIGFORCT,3,I,C2,Number Span Test: Forward - Number of correct trials,Num,2,262,263,0,14,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,,,,,,"If Question 5a DIGFORCT = 95-98, then skip to Question 6a",
5b,38,DIGFORSL,3,I,C2,Number Span Test: Forward - Longest span forward,Num,2,265,266,3,9,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 5a DIGFORCT = 95-98,,,,,,
6a,39,DIGBACCT,3,I,C2,Number Span Test: Backward - Number of correct trials,Num,2,268,269,0,14,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,,,,,,"If Question 6a DIGBACCT = 95-98, then skip to Question 7a",
6b,40,DIGBACLS,3,I,C2,Number Span Test: Backward - Longest span backward,Num,2,271,272,2,8,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 6a DIGBACCT = 95-98,,,,,,
7a,41,ANIMALS,3,I,C2,Category Fluency - Animals: Total number of animals named in 60 seconds,Num,2,274,275,0,77,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,,,,,,,
7b,42,VEG,3,I,C2,Category Fluency - Vegetables: Total number of vegtables named in 60 seconds,Num,2,277,278,0,77,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,,,,,,,
8a,43,TRAILA,3,I,C2,Trail Making Test - Part A: Total number of seconds to complete,Num,3,280,282,0,150,995,996,997,998,.,.,.,995,996,997,998,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,,,,,,"If Question 8a TRAILA = 995-998, then skip to Question 8b",
8a1,44,TRAILARR,3,I,C2,Trail Making Test - Part A: Number of commission errors,Num,2,284,285,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 8a TRAILA = 995-998,,,,,,
8a2,45,TRAILALI,3,I,C2,Trail Making Test - Part A: Number of correct lines,Num,2,287,288,0,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 8a TRAILA = 995-998,,,,,,
8b,46,TRAILB,3,I,C2,Trail Making Test Part B: Total number of seconds to complete,Num,3,290,292,0,300,995,996,997,998,.,.,.,995,996,997,998,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,,,,,,"If Question 8b TRAILB = 995-998, then skip to Quesion 9a",
8b1,47,TRAILBRR,3,I,C2,Trail Making Test Part B: Number of commission errors,Num,2,294,295,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 8b TRAILB = 995-998,,,,,,
8b2,48,TRAILBLI,3,I,C2,Trail Making Test Part B: Number of correct lines,Num,2,297,298,0,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 8b TRAILB = 995-998,,,,,,
9a,49,CRAFTDVR,3,I,C2,"Craft Story 21 Recall (Delayed): Total story units recalled, verbatim scoring",Num,2,300,301,0,44,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,,,,,,"If Question 9a CRAFTDVR = 95-98, then skip to Question 10a",
9b,50,CRAFTDRE,3,I,C2,"Craft Story 21 Recall (Delayed): Total story units recalled, paraphrase scoring",Num,2,303,304,0,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 9a CRAFTDVR = 95-98,,,,,,
9c,51,CRAFTDTI,3,I,C2,Craft Story 21 Recall (Delayed): Delay time,Num,2,306,307,0,85,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 9a CRAFTDVR = 95-98,,,,,,
9d,52,CRAFTCUE,3,I,C2,Craft Story 21 Recall (Delayed): Cue (boy) needed,Num,1,309,309,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 9a CRAFTDVR = 95-98,,,,,,
10a,53,UDSBENTD,3,I,C2,Benson Complex Figure Recall - Total score for drawing of Benson figure following 10- to 15-minuted delay,Num,2,311,312,0,17,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,,,,,,"If Question 10a UDSBENTD = 95-98, then skip to Question 11a",
10b,54,UDSBENRS,3,I,C2,Benson Complex Figure Recall - Recognized original stimulus among four options,Num,1,314,314,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 10a UDSBENTD = 95-98,,,,,,
11a,55,MINTTOTS,3,I,C2,Multilingual Naming Test (MINT) - Total score,Num,2,316,317,0,32,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,,,,,,"If Question 11a MINTTOTS = 95-98, then skip to Question 12a",
11b,56,MINTTOTW,3,I,C2,Multilingual Naming Test (MINT) - Total correct without semantic cue,Num,2,319,320,0,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 11a MINTTOTS = 95-98,,,,,,
11c,57,MINTSCNG,3,I,C2,Multilingual Naming Test (MINT) - Semantic cues: Number given,Num,2,322,323,0,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 11a MINTTOTS = 95-98,,,,,,
11d,58,MINTSCNC,3,I,C2,Multilingual Naming Test (MINT) - Semantic cues: Number correct with cue,Num,2,325,326,0,32,88,.,.,.,.,.,.,88,.,.,.,.,.,.,.,.,.,.,,Not Applicable,,,,,,,,,,,Blank if Question 11a MINTTOTS = 95-98,,,,,,
11e,59,MINTPCNG,3,I,C2,Multilingual Naming Test (MINT) - Phonemic cues: Number given,Num,2,328,329,0,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 11a MINTTOTS = 95-98,,,,,,
11f,60,MINTPCNC,3,I,C2,Multilingual Naming Test (MINT) - Phonemic cues: Number correct with cue,Num,2,331,332,0,32,88,.,.,.,.,.,.,88,.,.,.,.,.,.,.,.,.,.,,Not Applicable,,,,,,,,,,,Blank if Question 11a MINTTOTS = 95-98,,,,,,
12a,61,UDSVERFC,3,I,C2,Verbal Fluency: Phonemic Test - Number of correct F-words generated in 1 minute,Num,2,334,335,0,40,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,,,,,,"If Question 12a UDSVERFC = 95-98, then skip to Question 12d",
12b,62,UDSVERFN,3,I,C2,Verbal Fluency: Phonemic Test - Number of correct F-words repeated in 1 minute,Num,2,337,338,0,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 12a UDSVERFC = 95-98,,,,,"If Question 12a UDSVERFC = 95-98, then skip to Question 12d",
12c,63,UDSVERNF,3,I,C2,Verbal Fluency: Phonemic Test - Number of non-F-words and rule violation errors in 1 minute,Num,2,340,341,0,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 12a UDSVERFC = 95-98,,,,,"If Question 12a UDSVERFC = 95-98, then skip to Question 12d",
12d,64,UDSVERLC,3,I,C2,Verbal Fluency: Phonemic Test - Number of correct L-words generated in 1 minute,Num,2,343,344,0,40,95,96,97,98,.,.,.,95,96,97,98,.,.,.,.,.,.,.,,Physical problem,Cognitive/behavior problem,Other problem,Verbal refusal,,,,,,,,Blank if Question 12a UDSVERFC = 95-98,,,,,"If Question 12d UDSVERLC = 95-98, then skip to Question 13a",
12e,65,UDSVERLR,3,I,C2,Verbal Fluency: Phonemic Test - Number of correct L-words repeated in 1 minute,Num,2,346,347,0,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 12d UDSVERLC = 95-98,,,,,,
12f,66,UDSVERLN,3,I,C2,Verbal Fluency: Phonemic Test - Number of non-L-words and rule violation errors in 1 minute,Num,2,349,350,0,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 12d UDSVERLC = 95-98,,,,,,
12g,67,UDSVERTN,3,I,C2,Verbal Fluency: Phonemic Test - Total number of correct F-words and L-words,Num,2,352,353,0,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 12d UDSVERLC = 95-98,,,,,,
12h,68,UDSVERTE,3,I,C2,Verbal Fluency: Phonemic Test - Total number of F-word and L-words repetition errors,Num,2,355,356,0,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 12d UDSVERLC = 95-98,,,,,,
12i,69,UDSVERTI,3,I,C2,Verbal Fluency: Phonemic Test - Number of non-F/L-words and rule violation errors,Num,2,358,359,0,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 12d UDSVERLC = 95-98,,,,,,
13a,70,COGSTAT,3,I,C2,"Overall appraisal: Per the clinician, based on the UDS neuropsychological examination, the subjects cognitive status is deemed",Num,1,361,361,0,4,.,.,.,.,.,.,1,2,3,4,0,.,.,.,.,.,.,.,Better than normal for age,Normal for age,One or two test scores abnormal,Three or more scores are abnormal or lower than expected,Clinican unable to render opinion,,,,,,,,,,,,,,
