Item #,Data Order,Data Element,Form Version,Packet,Form ID,UDS Question,Data Type,Data Length,Column 1,Column 2,RANGE1,RANGE2,MISS1,MISS2,MISS3,MISS4,MISS5,MISS6,VAL1,VAL2,VAL3,VAL4,VAL5,VAL6,VAL7,VAL8,VAL9,VAL10,VAL11,VAL12,VAL1D,VAL2D,VAL3D,VAL4D,VAL5D,VAL6D,VAL7D,VAL8D,VAL9D,VAL10D,VAL11D,VAL12D,BLANKS1,BLANKS2,BLANKS3,BLANKS4,BLANKS5,SKIPS1,SKIPS2
3b,23,CBTIA,3,I,A5,Transient ischemic attack (TIA),Num,1,157,157,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,"If Question 3b CBTIA = 0 (Absent), then skip to Question 4a","If Question 3b CBTIA = 9 (Unknown), then skip to Question 3b"
3b1,24,TIAMULT,3,I,A5,More than one TIA,Num,1,159,159,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 3b CBTIA = 0 (Absent),Blank if Question 3b CBTIA = 9 (Unknown),,,,,
3b2,25,TIAYEAR,3,I,A5,Year of most recent TIA,Num,4,161,164,1900,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 3b CBTIA = 0 (Absent),Blank if Question 3b CBTIA = 9 (Unknown),,,,,
4a,26,PD,3,I,A5,Parkinson's disease (PD),Num,1,166,166,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,Absent,Recent/Active,Unknown,,,,,,,,,,,,,,,"If Question 4a PD = 0 (Absent), then skip to Question 4b","If Question 4a PD = 9 (Unknown), then skip to Question 4b"
4a1,27,PDYR,3,I,A5,Year of PD diagnosis,Num,4,168,171,1900,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 4a PD = 0 (Absent),Blank if Question 4a PD = 9 (Unknown),,,,,
4b,28,PDOTHR,3,I,A5,Other parkinsonian disorder,Num,1,173,173,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,Absent,Recent/Active,Unknown,,,,,,,,,,,,,,,"If Question 4b PDOTHR = 0 (Absent), then skip to Question 4c","If Question 4b PDOTHR = 9 (Unknown), then skip to Question 4c"
4b1,29,PDOTHRYR,3,I,A5,Year of parkinsonian disorder diagnosis,Num,4,175,178,1900,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 4b PDOTHR = 0 (Absent),Blank if Question 4b PDOTHR = 9 (Unknown),,,,,
4c,30,SEIZURES,3,I,A5,Seizures,Num,1,180,180,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
4d,31,TBI,3,I,A5,Traumatic brain injury (TBI),Num,1,182,182,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,"If Question 4d TBI = 0 (Absent), then skip to Question 5a","If Question 4d TBI = 9 (Unknown), then skip to Question 5a"
4d1,32,TBIBRIEF,3,I,A5,TBI with brief loss of consciousness (< 5 minutes),Num,1,184,184,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,No,Single,Repeated/multiple,Unknown,,,,,,,,,Blank if Question 4d TBI = 0 (Absent),Blank if Question 4d TBI = 9 (Unknown),,,,,
4d2,33,TBIEXTEN,3,I,A5,TBI with extended loss of consciousness (5 minutes or longer),Num,1,186,186,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,No,Single,Repeated/multiple,Unknown,,,,,,,,,Blank if Question 4d TBI = 0 (Absent),Blank if Question 4d TBI = 9 (Unknown),,,,,
4d3,34,TBIWOLOS,3,I,A5,TBI without loss of consciousness (as might result from military detonations or sports injuries)?,Num,1,188,188,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,No,Single,Repeated/multiple,Unknown,,,,,,,,,Blank if Question 4d TBI = 0 (Absent),Blank if Question 4d TBI = 9 (Unknown),,,,,
4d4,35,TBIYEAR,3,I,A5,Year of most recent TBI,Num,4,190,193,1900,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 4d TBI = 0 (Absent) or 9 (Unknown),,,,,,
5a,36,DIABETES,3,I,A5,Diabetes,Num,1,195,195,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,"If Question 5a DIABETES = 0 (Absent), then skip to Question 5b","If Question 5a DIABETES = 9 (Unknown), then skip to Question 5b"
5a1,37,DIABTYPE,3,I,A5,"If Recent/active or Remote/inactive, which type?",Num,1,197,197,1,3,9,.,.,.,.,.,1,2,3,9,.,.,.,.,.,.,.,.,Type 1,Type 2,"Other type (diabetes insipidus, latent autoimmune diabetes/type 1.5, gestational diabetes)",Unknown,,,,,,,,,Blank if Question 5a DIABETES = 0 (Absent),Blank if Question 5a DIABETES = 9 (Unknown),,,,,
5b,38,HYPERTEN,3,I,A5,Hypertension,Num,1,199,199,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
5c,39,HYPERCHO,3,I,A5,Hypercholesterolemia,Num,1,201,201,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
5d,40,B12DEF,3,I,A5,B12 deficiency,Num,1,203,203,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
5e,41,THYROID,3,I,A5,Thyroid disease,Num,1,205,205,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
5f,42,ARTHRIT,3,I,A5,Arthritis,Num,1,207,207,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,"If Question 5f ARTHRIT = 0 (Absent), then skip to Question 5g","If Question 5f ARTHRIT = 9 (Unknown), then skip to Question 5g"
5f1,43,ARTHTYPE,3,I,A5,Type of arthritis,Num,1,209,209,1,3,9,.,.,.,.,.,1,2,3,9,.,.,.,.,.,.,.,.,Rheumatoid,Osteoarthritis,Other,Unknown,,,,,,,,,Blank if Question 5f ARTHRIT = 0 (Absent),Blank if Question 5f ARTHRIT = 9 (Unknown),,,,,
5f1a,44,ARTHTYPX,3,I,A5,Other arthritis (specify),Char,60,211,270,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 5f ARTHRIT = 0 (Absent),Blank if Question 5f ARTHRIT = 9 (Unknown),Blank if Question 5f1 ARTHTYPE ne 3 (Other),,,,
5f2a,45,ARTHUPEX,3,I,A5,Region affected: upper extremity,Num,1,272,272,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 5f ARTHRIT = 0 (Absent),Blank if Question 5f ARTHRIT = 9 (Unknown),,,,,
5f2b,46,ARTHLOEX,3,I,A5,Region affected: lower extremity,Num,1,274,274,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 5f ARTHRIT = 0 (Absent),Blank if Question 5f ARTHRIT = 9 (Unknown),,,,,
5f2c,47,ARTHSPIN,3,I,A5,Region affected: spine,Num,1,276,276,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 5f ARTHRIT = 0 (Absent),Blank if Question 5f ARTHRIT = 9 (Unknown),,,,,
5f2d,48,ARTHUNK,3,I,A5,Region affected: unknown,Num,1,278,278,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 5f ARTHRIT = 0 (Absent),Blank if Question 5f ARTHRIT = 9 (Unknown),,,,,
5g,49,INCONTU,3,I,A5,Incontinence - Urinary,Num,1,280,280,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
5h,50,INCONTF,3,I,A5,Incontinence - Bowel,Num,1,282,282,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
5i,51,APNEA,3,I,A5,Sleep apnea,Num,1,284,284,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
5j,52,RBD,3,I,A5,REM sleep behavior disorder (RBD),Num,1,286,286,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
5k,53,INSOMN,3,I,A5,Hyposomnia/insomnia,Num,1,288,288,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
5l,54,OTHSLEEP,3,I,A5,Other sleep disorder,Num,1,290,290,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
5l1,55,OTHSLEEX,3,I,A5,Other sleep disorder (specify),Char,60,292,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 5l OTHSLEEP = 0 (Absent),Blank if Question5l OTHSLEEP = 9 (Unknown),,,,,
6a,56,ALCOHOL,3,I,A5,"Alcohol abuse: Clinically significant impairment occuring over a 12-month period manifested in one of the following areas: work, driving, legal, or social",Num,1,353,353,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
6b,57,ABUSOTHR,3,I,A5,"Other abused substances: Clinically significant impairment occuring over a 12-month period manifested in one of the following areas: work, driving, legal, or social",Num,1,355,355,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,"If Question 6b ABUSOTHER = 0 (Absent), then skip to Question 7a","If Question 6b ABUSOTHER = 9 (Unknown), then skip to Question 7a"
6b1,58,ABUSX,3,I,A5,"If Question 6b = 1 (Recent/active) or 2 (Remote/inactive), then specify abused substance(s)",Char,60,357,416,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 6b ABUSOTHR = 0 (Absent),Blank if Question 6b ABUSOTHR = 9 (Unknown),,,,,
7a,59,PTSD,3,I,A5,Post-traumatic stress disorder (PTSD),Num,1,418,418,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
7b,60,BIPOLAR,3,I,A5,Bipolar disorder,Num,1,420,420,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
7c,61,SCHIZ,3,I,A5,Schizophrenia,Num,1,422,422,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
7d1,62,DEP2YRS,3,I,A5,Active depression in the last two years,Num,1,424,424,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,,,,,,,
7d2,63,DEPOTHR,3,I,A5,Depression episodes more than two years ago,Num,1,426,426,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,,,,,,,
7e,64,ANXIETY,3,I,A5,Anxiety,Num,1,428,428,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
7f,65,OCD,3,I,A5,Obsessive-compulsive disorder (OCD),Num,1,430,430,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
7g,66,NPSYDEV,3,I,A5,"Developmental neuropsychiatric disorders (e.g., autism spectrum disorder [ASD], attention-deficit hyperactivity disorder [ADHD], dyslexia)",Num,1,432,432,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,,
7h,67,PSYCDIS,3,I,A5,Other psychiatric disorders,Num,1,434,434,0,2,9,.,.,.,.,.,0,1,2,9,.,.,.,.,.,.,.,.,Absent,Recent/Active,Remote/Inactive,Unknown,,,,,,,,,,,,,,"If Question 7h PSYCDIS = 0 (Absent), then end form here","If Question 7h PSYCDIS = 9 (Unknown), then end form here"
7h1,68,PSYCDISX,3,I,A5,"If recent/active or remote/inactive, specify disorder",Char,60,436,495,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 7h PSYCDIS = 0 (Absent) or 9 (Unknown),,,,,,
