Item #,Data Order,Data Element,Form Version,Packet,Form ID,UDS Question,Data Type,Data Length,Column 1,Column 2,RANGE1,RANGE2,MISS1,MISS2,MISS3,MISS4,MISS5,MISS6,VAL1,VAL2,VAL3,VAL4,VAL5,VAL6,VAL7,VAL8,VAL9,VAL10,VAL11,VAL12,VAL1D,VAL2D,VAL3D,VAL4D,VAL5D,VAL6D,VAL7D,VAL8D,VAL9D,VAL10D,VAL11D,VAL12D,BLANKS1,BLANKS2,BLANKS3,BLANKS4,BLANKS5,SKIPS1,SKIPS2
4g1,11,COGFLAGO,3,I,B9,At what age did the fluctuating cognition begin?,Num,3,65,67,15,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 4g COGFLUC ne 1 (Yes),,,,,,
4h,12,COGOTHR,3,I,B9,"Indicate whether the subject currently is meaningfully impaired, relative to previously attained abilities, in other cognitive domains",Num,1,69,69,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 3 DECCLCOG = 0 (No),,,,,,
4h1,13,COGOTHRX,3,I,B9,Specification of other cognitive impairment,Char,60,71,130,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 4h COGOTHR ne 1 (Yes),,,,,,
5,14,COGFPRED,3,I,B9,Indicate the predominant symptom that was first recognized as a decline in the subject's cognition,Num,2,132,133,1,8,99,.,.,.,.,.,1,2,3,4,5,6,7,8,99,.,.,.,Memory,Orientation,"Executive function - judgement,planning,problem-solving",Language,Visuospatial function,Attention / concentration,Fluctuating cognition,Other (specify),Unknown,,,,Blank if Question 3 DECCLCOG = 0 (No),,,,,,
5a,15,COGFPREX,3,I,B9,Specification for Other predominant symptom first recognized as a decline in the subject's cognition,Char,60,135,194,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 5 COGFPRED ne 8 (Other),,,,,,
6,16,COGMODE,3,I,B9,Mode of onset of cognitive symptoms,Num,2,196,197,1,4,99,.,.,.,.,.,1,2,3,4,99,.,.,.,.,.,.,.,Gradual (> 6 months),Subacute (<= 6 months),Abrupt (within days),Other (specify),Unknown,,,,,,,,Blank if Question 3 DECCLCOG = 0 (No),,,,,,
6a,17,COGMODEX,3,I,B9,Specification for mode of onset of other cognitive symptoms,Char,60,199,258,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 6 COGMODE ne 4 (Other),,,,,,
7,18,DECAGE,3,I,B9,"Based on clinician's assessment, at what age did the cognitive decline begin? (The clinician must use his/her best judgment to estimate an age of onset.)",Num,3,260,262,15,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 3 DECCLCOG = 0 (No),,,,,,
8,19,DECCLBE,3,I,B9,"Based on clinician's judgment, is the subject currently experiencing any kind of behavioral symptoms?",Num,1,264,264,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,,,,,,"If Question 8 = 0 (No), then skip to Question 13",
9a,20,BEAPATHY,3,I,B9,"Subject currently manifests meaningful change in behavior - Apathy, withdrawal",Num,1,266,266,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9b,21,BEDEP,3,I,B9,Subject currently manifests meaningful change in behavior - Depressed mood,Num,1,268,268,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9c1,22,BEVHALL,3,I,B9,Subject currently manifests meaningful change in behavior - Psychosis - Visual hallucinations,Num,1,270,270,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9c1a,23,BEVWELL,3,I,B9,"If yes, are the hallucinations well-formed and detailed?",Num,1,272,272,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9c1b,24,BEVHAGO,3,I,B9,"If well-formed, clear-cut visual hallucinations, at what age did these hallucinations begin?",Num,3,274,276,15,110,888,.,.,.,.,.,.,888,.,.,.,.,.,.,.,.,.,.,,"N/A, not well formed",,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9c2,25,BEAHALL,3,I,B9,Subject currently manifests meaningful change in behavior - Psychosis - Auditory hallucinations,Num,1,278,278,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9c3,26,BEDEL,3,I,B9,"Subject currently manifests meaningful change in behavior - Psychosis - Abnormal, false, or delusional beliefs",Num,1,280,280,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9d,27,BEDISIN,3,I,B9,Subject currently manifests meaningful change in behavior - Disinhibition,Num,1,282,282,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9e,28,BEIRRIT,3,I,B9,Subject currently manifests meaningful change in behavior - Irritability,Num,1,284,284,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9f,29,BEAGIT,3,I,B9,Subject currently manifests meaningful change in behavior - Agitation,Num,1,286,286,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9g,30,BEPERCH,3,I,B9,Subject currently manifests meaningful change in behavior - Personality change,Num,1,288,288,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9h,31,BEREM,3,I,B9,Subject currently manifests meaningful change in behavior - REM sleep behavior disorder,Num,1,290,290,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9h1,32,BEREMAGO,3,I,B9,"If Yes, at what age did the REM sleep behavior disorder begin? (The clinician must use his/her best judgment to estimate an age of onset.)",Num,3,292,294,15,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 9h BEREM ne 1 (Yes),,,,,,
9i,33,BEANX,3,I,B9,Subject currently manifests meaningful change in behavior - Anxiety,Num,1,296,296,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9j,34,BEOTHR,3,I,B9,Subject currently manifests meaningful change in behavior - Other,Num,1,298,298,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
9j1,35,BEOTHRX,3,I,B9,"Subject currently manifests meaningful change in behavior - Other, specify",Char,60,300,359,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 9j BEOTHR ne 1 (Yes),,,,,,
10,36,BEFPRED,3,I,B9,Indicate the predominant symptom that was first recognized as a decline in the subject's behavior,Num,2,361,362,1,10,99,.,.,.,.,.,1,2,3,4,5,6,7,8,9,10,99,.,Apathy / withdrawal,Depressed mood,Psychosis,Disinhibition,Irritability,Agitation,Personality change,REM sleep behavior disorder,Anxiety,Other (specify),Unknown,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
10a,37,BEFPREDX,3,I,B9,Specification of other predominant symptom that was first recognized as a decline in the subject's behavior,Char,60,364,423,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 10 BEFPRED ne 10 (Other),,,,,,
11,38,BEMODE,3,I,B9,Mode of onset of behavioral symptoms,Num,2,425,426,1,4,99,.,.,.,.,.,1,2,3,4,99,.,.,.,.,.,.,.,Gradual (> 6 months),Subacute (<= 6 months),Abrupt (within days),Other (specify),Unknown,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
11a,39,BEMODEX,3,I,B9,Specification of other mode of onset of behavioral symptoms,Char,60,428,487,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 11 BEMODE ne 4 (Other),,,,,,
12,40,BEAGE,3,I,B9,"Based on the clinician's assessment, at what age did the behavioral symptoms begin? (The clinician must use his/her best judgment to estimate an age of onset.)",Num,3,489,491,15,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 8 DECCLBE = 0 (No),,,,,,
13,41,DECCLMOT,3,I,B9,"Based on clinician's judgement, is the subject currently experiencing any motor symptoms?",Num,1,493,493,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,If Question 13 = 0 (No) then skip to Question 20,,,,,,
14a,42,MOGAIT,3,I,B9,Indicate whether the subject currently has meaningful changes in motor function - Gait disorder,Num,1,495,495,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 13 DECCLMOT = 0 (No),,,,,,
14b,43,MOFALLS,3,I,B9,Indicate whether the subject currently has meaningful changes in motor function - Falls,Num,1,497,497,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 13 DECCLMOT = 0 (No),,,,,,
14c,44,MOTREM,3,I,B9,Indicate whether the subject currently has meaningful changes in motor function - Tremor,Num,1,499,499,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 13 DECCLMOT = 0 (No),,,,,,
14d,45,MOSLOW,3,I,B9,Indicate whether the subject currently has meaningful changes in motor function - Slowness,Num,1,501,501,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 13 DECCLMOT = 0 (No),,,,,,
15,46,MOFRST,3,I,B9,Indicate the predominant symptom that was first recognized as a decline in the subject's motor function,Num,2,503,504,1,4,99,.,.,.,.,.,1,2,3,4,99,.,.,.,.,.,.,.,Gait disorder,Falls,Tremor,Slowness,Unknown,,,,,,,,Blank if Question 13 DECCLMOT = 0 (No),,,,,,
16,47,MOMODE,3,I,B9,Mode of onset of motor symptoms,Num,2,506,507,1,4,99,.,.,.,.,.,1,2,3,4,99,.,.,.,.,.,.,.,Gradual (> 6 months),Subacute (<= 6 months),Abrupt (within days),Other,Unknown,,,,,,,,Blank if Question 13 DECCLMOT = 0 (No),,,,,,
16a,48,MOMODEX,3,I,B9,Specification for other mode of onset of motor symptoms,Char,60,509,568,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 16 MOMODE ne 4 (Other),,,,,,
17,49,MOMOPARK,3,I,B9,Were changes in motor function suggestive of parkinsonism?,Num,1,570,570,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 13 DECCLMOT = 0 (No),,,,,"If Question 17 MOMOPARK = 0 (No), then skip to Question 18","If Question 17 MOMOPARK = 9 (Unknown), then skip to Question 18"
17a,50,PARKAGE,3,I,B9,"If yes, at what age did the motor symptoms suggestive of parkinsonism begin",Num,3,572,574,15,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 17 MOMOPARK ne 1 (Yes),,,,,,
18,51,MOMOALS,3,I,B9,Were changes in motor function suggestive of amyotrophic lateral sclerosis?,Num,1,576,576,0,1,9,.,.,.,.,.,0,1,9,.,.,.,.,.,.,.,.,.,No,Yes,Unknown,,,,,,,,,,Blank if Question 13 DECCLMOT = 0 (No),,,,,"If Question 18 MOMOALS = 0 (No), then skip to Question 19","If Question 18 MOMOALS = 9 (Unknown), then skip to Question 19"
18a,52,ALSAGE,3,I,B9,"If yes, at what age did the motor symptoms suggestive of ALS begin?",Num,3,578,580,15,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 18 MOMOALS ne 1 (Yes),,,,,,
19,53,MOAGE,3,I,B9,"Based on clinician's assessment, at what age did the motor changes begin? (The clinician must use his/her best judgement to estimate an age of onset.)",Num,3,582,584,15,110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 13 DECCLMOT = 0 (No),,,,,,
20,54,COURSE,3,I,B9,Overall course of decline of cognitive/behavioral/ motor syndrome,Num,1,586,586,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Gradually progressive,Stepwise,Static,Fluctuating,Improved,N/A,Unknown,,,,,,,,,,,,
21,55,FRSTCHG,3,I,B9,Indicate the predominant domain that was first recognized as changed in the subject,Num,1,588,588,1,3,8,9,.,.,.,.,1,2,3,8,9,.,.,.,.,.,.,.,Cognition,Behavior,Motor function,N/A,Unknown,,,,,,,,,,,,,,
22,56,LBDEVAL,3,I,B9,Is the subject a potential candidate for further evaluation for Lewy body disease?,Num,1,590,590,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,,,,,,,
23,57,FTLDEVAL,3,I,B9,Is the subject a potential candidate for further evaluation for frontotemporal lobar degeneration?,Num,1,592,592,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,,,,,,,
