Item #,Data Order,Data Element,Form Version,Packet,Form ID,UDS Question,Data Type,Data Length,Column 1,Column 2,RANGE1,RANGE2,MISS1,MISS2,MISS3,MISS4,MISS5,MISS6,VAL1,VAL2,VAL3,VAL4,VAL5,VAL6,VAL7,VAL8,VAL9,VAL10,VAL11,VAL12,VAL1D,VAL2D,VAL3D,VAL4D,VAL5D,VAL6D,VAL7D,VAL8D,VAL9D,VAL10D,VAL11D,VAL12D,BLANKS1,BLANKS2,BLANKS3,BLANKS4,BLANKS5,SKIPS1,SKIPS2
4a1,11,FOTHMUTX,3,F,A3,"If Yes, specify:",Char,60,301,360,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 4a FOTHMUT ne 8 (Other),Blank if Question 1 NWINFMUT ne 1 (Yes),,,,,
4b,12,FOTHMUSO,3,F,A3,Source of evidence for other mutation,Num,1,362,362,1,3,8,9,.,.,.,.,1,2,3,8,9,.,.,.,.,.,.,.,Family report (no test documentation available),Commercial test documentation,Research lab test documentation,Other (specify),Unknown,,,,,,,,Blank if Question 4a FOTHMUT = 0 (No),Blank if Question 4a FOTHMUT = 9 (Unknown),Blank if Question 1 NWINFMUT ne 1 (Yes),,,,
4b1,13,FOTHMUSX,3,F,A3,"If other, specify:",Char,60,364,423,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,Blank if Question 4a FOTHMUT = 0 (No),Blank if Question 4a FOTHMUT = 9 (Unknown),Blank if Question 4b FOTHMUSO ne 8 (Other),Blank if Question 1 NWINFMUT ne 1 (Yes),,,
5,14,NWINFPAR,3,F,A3,New information available on parents' status?,Num,1,425,425,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,,,,,,"If Question 5 NWINFPAR = 0 (No), then skip to Question 6",
5a1,15,MOMMOB,3,F,A3,Mother - Birth month,Num,2,427,428,1,12,99,.,.,.,.,.,99,,.,.,.,.,.,.,.,.,.,.,Unknown,,,,,,,,,,,,Blank if Question 5 NWINFPAR = 0 (No),,,,,,
5a2,16,MOMYOB,3,F,A3,Mother - Birth year,Num,4,430,433,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 5 NWINFPAR = 0 (No),,,,,,
5a3,17,MOMDAGE,3,F,A3,Mother - Age at death,Num,3,435,437,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 5 NWINFPAR = 0 (No),,,,,,
5a4,18,MOMNEUR,3,F,A3,Mother - Neurological problem,Num,1,439,439,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 5 NWINFPAR = 0 (No),,,,,"If Question 5a4 MOMNEUR = 8 (N/A), then skip the remaining questions in the row","If Question 5a4 MOMNEUR = 9 (Unknown), then skip the remaining questions in the row"
5a5,19,MOMPRDX,3,F,A3,Mother - Primary diagnosis,Num,3,441,443,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 5 NWINFPAR = 0 (No),Blank if Question 5a4 MOMNEUR = 8 (N/A),Blank if Question 5a4 MOMNEUR = 9 (Unknown),,,,
5a6,20,MOMMOE,3,F,A3,Mother - Method of evaluation,Num,1,445,445,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 5 NWINFPAR = 0 (No),Blank if Question 5a4 MOMNEUR = 8 (N/A),Blank if Question 5a4 MOMNEUR = 9 (Unknown),,,,
5a7,21,MOMAGEO,3,F,A3,Mother - Age of onset,Num,3,447,449,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 5 NWINFPAR = 0 (No),Blank if Question 5a4 MOMNEUR = 8 (N/A),Blank if Question 5a4 MOMNEUR = 9 (Unknown),,,,
5b1,22,DADMOB,3,F,A3,Father - Birth month,Num,2,451,452,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 5 NWINFPAR = 0 (No),,,,,,
5b2,23,DADYOB,3,F,A3,Father - Birth year,Num,4,454,457,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 5 NWINFPAR = 0 (No),,,,,,
5b3,24,DADDAGE,3,F,A3,Father - Age at death,Num,3,459,461,15,110,888,999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 5 NWINFPAR = 0 (No),,,,,,
5b4,25,DADNEUR,3,F,A3,Father - Neurological problem,Num,1,463,463,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 5 NWINFPAR = 0 (No),,,,,"If Question 5b4 DADNEUR = 8 (N/A), then skip the remaining questions in the row","If Question 5b4 DADNEUR = 9 (Unknown), then skip the remaining questions in the row"
5b5,26,DADPRDX,3,F,A3,Father - Primary diagnosis,Num,3,465,467,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 5 NWINFPAR = 0 (No),Blank if Question 5b4 DADNEUR = 8 (N/A),Blank if Question 5b4 DADNEUR = 9 (Unknown),,,,
5b6,27,DADMOE,3,F,A3,Father - Method of evaluation,Num,1,469,469,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 5 NWINFPAR = 0 (No),Blank if Question 5b4 DADNEUR = 8 (N/A),Blank if Question 5b4 DADNEUR = 9 (Unknown),,,,
5b7,28,DADAGEO,3,F,A3,Father - Age of onset,Num,3,471,473,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 5 NWINFPAR = 0 (No),Blank if Question 5b4 DADNEUR = 8 (N/A),Blank if Question 5b4 DADNEUR = 9 (Unknown),,,,
6,29,SIBS,3,F,A3,Number of full siblings?,Num,2,475,476,0,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,"If Question 6 SIBS = 0, then skip to Question 7",
6a,30,NWINFSIB,3,F,A3,New information on affected siblings?,Num,1,478,478,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),,,,,"If Question 6a NWINFSIB = 0 (No), then skip to Question 7",
6aa1,31,SIB1MOB,3,F,A3,Sibling 1 - Birth month,Num,2,480,481,1,12,99,.,.,.,.,.,.,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6aa2,32,SIB1YOB,3,F,A3,Sibling 1 - Birth year,Num,4,483,486,1875,2014,9999,.,.,.,.,.,.,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6aa3,33,SIB1AGD,3,F,A3,Sibling 1 - Age at death,Num,3,488,490,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6aa4,34,SIB1NEU,3,F,A3,Sibling 1 - Neurological problem,Num,1,492,492,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6aa4 SIB1NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6aa4 SIB1NEU = 9 (Unknown), then skip the remaining questions in the row"
6aa5,35,SIB1PDX,3,F,A3,Sibling 1 - Primary diagnosis,Num,3,494,496,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6aa4 SIB1NEU = 8 (N/A),Blank if Question 6aa4 SIB1NEU = 9 (Unknown),,,
6aa6,36,SIB1MOE,3,F,A3,Sibling 1 - Method of evaluation,Num,1,498,498,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6aa4 SIB1NEU = 8 (N/A),Blank if Question 6aa4 SIB1NEU = 9 (Unknown),,,
6aa7,37,SIB1AGO,3,F,A3,Sibling 1 - Age of onset,Num,3,500,502,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6aa4 SIB1NEU = 8 (N/A),Blank if Question 6aa4 SIB1NEU = 9 (Unknown),,,
6ab1,38,SIB2MOB,3,F,A3,Sibling 2 - Birth month,Num,2,504,505,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ab2,39,SIB2YOB,3,F,A3,Sibling 2 - Birth year,Num,4,507,510,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ab3,40,SIB2AGD,3,F,A3,Sibling 2 - Age at death,Num,3,512,514,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ab4,41,SIB2NEU,3,F,A3,Sibling 2 - Neurological problem,Num,1,516,516,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6ab4 SIB2NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6ab4 SIB2NEU = 9 (Unknown), then skip the remaining questions in the row"
6ab5,42,SIB2PDX,3,F,A3,Sibling 2 - Primary diagnosis,Num,3,518,520,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ab4 SIB2NEU = 8 (N/A),Blank if Question 6ab4 SIB2NEU = 9 (Unknown),,,
6ab6,43,SIB2MOE,3,F,A3,Sibling 2 - Method of evaluation,Num,1,522,522,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ab4 SIB2NEU = 8 (N/A),Blank if Question 6ab4 SIB2NEU = 9 (Unknown),,,
6ab7,44,SIB2AGO,3,F,A3,Sibling 2 - Age of onset,Num,3,524,526,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ab4 SIB2NEU = 8 (N/A),Blank if Question 6ab4 SIB2NEU = 9 (Unknown),,,
6ac1,45,SIB3MOB,3,F,A3,Sibling 3 - Birth month,Num,2,528,529,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ac2,46,SIB3YOB,3,F,A3,Sibling 3 - Birth year,Num,4,531,534,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ac3,47,SIB3AGD,3,F,A3,Sibling 3 - Age at death,Num,3,536,538,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ac4,48,SIB3NEU,3,F,A3,Sibling 3 - Neurological problem,Num,1,540,540,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6ac4 SIB3NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6ac4 SIB3NEU = 9 (Unknown), then skip the remaining questions in the row"
6ac5,49,SIB3PDX,3,F,A3,Sibling 3 - Primary diagnosis,Num,3,542,544,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ac4 SIB3NEU = 8 (N/A),Blank if Question 6ac4 SIB3NEU = 9 (Unknown),,,
6ac6,50,SIB3MOE,3,F,A3,Sibling 3 - Method of evaluation,Num,1,546,546,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ac4 SIB3NEU = 8 (N/A),Blank if Question 6ac4 SIB3NEU = 9 (Unknown),,,
6ac7,51,SIB3AGO,3,F,A3,Sibling 3 - Age of onset,Num,3,548,550,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ac4 SIB3NEU = 8 (N/A),Blank if Question 6ac4 SIB3NEU = 9 (Unknown),,,
6ad1,52,SIB4MOB,3,F,A3,Sibling 4 - Birth month,Num,2,552,553,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ad2,53,SIB4YOB,3,F,A3,Sibling 4 - Birth year,Num,4,555,558,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ad3,54,SIB4AGD,3,F,A3,Sibling 4 - Age at death,Num,3,560,562,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ad4,55,SIB4NEU,3,F,A3,Sibling 4 - Neurological problem,Num,1,564,564,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6ad4 SIB4NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6ad4 SIB4NEU = 9 (Unknown), then skip the remaining questions in the row"
6ad5,56,SIB4PDX,3,F,A3,Sibling 4 - Primary diagnosis,Num,3,566,568,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ad4 SIB4NEU = 8 (N/A),Blank if Question 6ad4 SIB4NEU = 9 (Unknown),,,
6ad6,57,SIB4MOE,3,F,A3,Sibling 4 - Method of evaluation,Num,1,570,570,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ad4 SIB4NEU = 8 (N/A),Blank if Question 6ad4 SIB4NEU = 9 (Unknown),,,
6ad7,58,SIB4AGO,3,F,A3,Sibling 4 - Age of onset,Num,3,572,574,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ad4 SIB4NEU = 8 (N/A),Blank if Question 6ad4 SIB4NEU = 9 (Unknown),,,
6ae1,59,SIB5MOB,3,F,A3,Sibling 5 - Birth month,Num,2,576,577,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ae2,60,SIB5YOB,3,F,A3,Sibling 5 - Birth year,Num,4,579,582,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ae3,61,SIB5AGD,3,F,A3,Sibling 5 - Age at death,Num,3,584,586,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ae4,62,SIB5NEU,3,F,A3,Sibling 5 - Neurological problem,Num,1,588,588,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6ae4 SIB5NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6ae4 SIB5NEU = 9 (Unknown), then skip the remaining questions in the row"
6ae5,63,SIB5PDX,3,F,A3,Sibling 5 - Primary diagnosis,Num,3,590,592,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ae4 SIB5NEU = 8 (N/A),Blank if Question 6ae4 SIB5NEU = 9 (Unknown),,,
6ae6,64,SIB5MOE,3,F,A3,Sibling 5 - Method of evaluation,Num,1,594,594,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ae4 SIB5NEU = 8 (N/A),Blank if Question 6ae4 SIB5NEU = 9 (Unknown),,,
6ae7,65,SIB5AGO,3,F,A3,Sibling 5 - Age of onset,Num,3,596,598,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ae4 SIB5NEU = 8 (N/A),Blank if Question 6ae4 SIB5NEU = 9 (Unknown),,,
6af1,66,SIB6MOB,3,F,A3,Sibling 6 - Birth month,Num,2,600,601,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6af2,67,SIB6YOB,3,F,A3,Sibling 6 - Birth year,Num,4,603,606,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6af3,68,SIB6AGD,3,F,A3,Sibling 6 - Age at death,Num,3,608,610,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
